,ProductCode,Name,Category,Type,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,AlwaysShowQuantity,InternalNote
449,856931008000,Austin Reserve Gin 50ml,Gin,Stock,856931008000,0.0,0.0,Pleasant Valley,Favorite Brands,,2.39,3.99,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,0.0,1.79,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
452,86718029783,Austin Shaker 4 Bottle Tote bag,Bag,Stock,86718029783,0.0,0.0,Airport,True Fabrications,,2.29,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.19,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
453,123518,Austin Shaker Corkscrew,Bar Tools,Stock,123518,0.0,0.0,Airport,True Fabrications,,1.99,6.0,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,2.59,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
478,796363041063,Avery The Real Peel IPA Cans 6 Pack,Craft Beer,Stock,796363041063,0.0,0.0,Airport,Ben E Keith,,9.99,13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,,,ACTIVE,,,Yes,0.0,
492,736040529705,Avignonnesis Gifi Toscana 750ml,Red Old World,Stock,736040529705,0.0,0.0,Pleasant Valley,Mexcor,,0.0,24.99,22.99,22.99,22.99,22.99,22.99,22.99,22.99,22.99,22.99,13.12,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
495,736040521938,Avion Anejo 50ml,Tequila,Stock,736040521938,0.0,0.0,Airport,Republic,,0.0,4.99,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
499,736040521921,Avion Reposado 50ml,Tequila,Stock,736040521921,0.0,0.0,Airport,Republic,,26.87,3.99,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,26.87,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
512,8437004333490,Azul y Garanza Natureleza Salvage Garnacha 750ml,Red Old World,Stock,8437004333490,0.0,0.0,Pleasant Valley,Victory,,12.5,24.99,19.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
513,7503023018340,Azulejos Blanco 750ml,Tequila,Stock,7503023018340,0.0,0.0,Warehouse,Mexcor,,0.0,71.99,54.71,54.71,54.71,54.71,54.71,54.71,54.71,54.71,54.71,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
530,080480986285,Bacardi Mojito 6pk,RTD,Stock,080480986285,0.0,0.0,Pleasant Valley,Southern Glazers Wine & Spirits,Transatlantic,0.0,17.99,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,9.1917,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,355ml,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
531,080480001551,Bacardi OakHeart 50ml,Rum,Stock,080480001551,0.0,0.0,Pleasant Valley,Southern Glazers Wine & Spirits,Transatlantic,0.6,0.99,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.33,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
542,080480016265,Bacardi Superior Heritage 750ml,Rum,Stock,080480016265,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,13.96,19.99,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
578,852757002666,Balcones Texas Single Malt *Texas Monthly* 750ml,Whiskey American Single Malt,Stock,852757002666,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,59.99,66.66,66.66,66.66,66.66,0.0,0.0,0.0,0.0,0.0,0.0,59.9917,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,,,ACTIVE,,,Yes,0.0,
583,852757002062,Balcones True Blue 100 Proof 750ml,Whiskey Bourbon/American,Stock,852757002062,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Genesis,44.79,64.99,48.79,48.79,48.79,48.79,48.79,48.79,48.79,48.79,48.79,34.79,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,,,ACTIVE,,,Yes,0.0,
622,8575520082711,Bardstown Bourbon Company Founders Collaboration 750ml,Whiskey Bourbon/American,Stock,8575520082711,0.0,0.0,Pleasant Valley,Republic,,0.0,165.99,129.53,129.53,129.53,129.53,129.53,129.53,129.53,129.53,129.53,1.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
673,736040545378,Barrell Whiskey Team Texas 750ml,Whiskey Bourbon/American,Stock,736040545378,0.0,0.0,Pleasant Valley,Favorite Brands,,0.0,106.99,82.78,82.78,82.78,82.78,0.0,0.0,0.0,0.0,0.0,32.16,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
691,9780399582530,Batch Cocktails,Books,Stock,9780399582530,0.0,0.0,Airport,Random House,,9.99,19.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,9.995,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
696,791090527767,Beach Bum Berrys Zombie Glass 2pk,Glassware,Stock,791090527767,0.0,0.0,Airport,Cocktail Kingdom,,10.5,20.0,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,8.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
713,644412000755,Becker Provencal Rose,Rose,Stock,644412000755,0.0,0.0,Pleasant Valley,,,0.0,11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
725,609224885853,Belle Meade Bourbon 750ml,Whiskey Bourbon/American,Stock,609224885853,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,0.0,64.99,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,46.2,29.9914,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
728,602938786669,Belle Meade Reserve Cask 750ml,Whiskey Bourbon/American,Stock,602938786669,0.0,0.0,Airport,Republic,,0.0,92.99,71.24,71.24,71.24,71.24,71.24,71.24,71.24,71.24,71.24,44.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
740,850346005173,Beluga Allure 750ml,Vodka,Stock,850346005173,0.0,0.0,Airport,Republic,,43.87,62.99,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,32.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
755,54546464,Ben E Kieth Keg Deposit,Craft Beer,Stock,,0.0,0.0,Warehouse,Ben E Keith,,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,Item,_28_: Inventory,_1_: Sales,,_13_: Reimbursable Expenses,Item Details,5.16BBL,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
788,856656007005,Bertha's Revenge Small Batch 750ml,Gin,Stock,856656007005,0.0,0.0,Pleasant Valley,Ben E Keith,,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
798,860002296517,Bev  Pinot Noir 4pk 250ml,White,Stock,860002296517,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,0.0,13.99,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,250ml,W,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
810,70602739004,Big Hunk,Retail,Stock,70602739004,0.0,0.0,Airport,,,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
811,7868575,Big Red Can 12oz,Non Alcoholic Beverage,Stock,,0.0,0.0,Airport,Restaurant Depot,,0.0,0.75,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.3171,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
813,860000739030,Big Swig Chile Mango 12pk,Non Alcoholic Beverage,Stock,860000739030,0.0,0.0,Pleasant Valley,Dynamo,,0.0,4.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12pk,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
814,867011000357,Big Swig Grapefruit Cans 12 Pack,Non Alcoholic Beverage,Stock,867011000357,0.0,0.0,Airport,Dynamo,,3.0,4.99,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,,,ACTIVE,,,Yes,0.0,
815,867011000326,Big Swig Key Lime Cans 12 Pack,Non Alcoholic Beverage,Stock,867011000326,0.0,0.0,Airport,Dynamo,,3.0,4.99,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,,,ACTIVE,,,Yes,0.0,
817,867011000333,Big Swig Original Cans 12 Pack,Non Alcoholic Beverage,Stock,867011000333,0.0,0.0,Airport,Dynamo,,3.0,4.99,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,,,ACTIVE,,,Yes,0.0,
818,860000739016,Big Swig Prickly Pear Cucumber 12pk,Non Alcoholic Beverage,Stock,860000739016,0.0,0.0,Pleasant Valley,Dynamo,,0.0,4.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12pk,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
819,860000739085,Big Swig Watermelon & Mint 12pk,Non Alcoholic Beverage,Stock,860000739085,0.0,0.0,Pleasant Valley,Dynamo,,0.0,4.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12pk,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
834,899175002090,Birichino Pet Nat Malvasia Bianca 750ml,Bubbles,Stock,899175002090,0.0,0.0,Pleasant Valley,Favorite Brands,,0.0,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,22.49,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
844,860012000371,Bitter Queens Sample Pack,Bitters,Stock,860012000371,0.0,0.0,Pleasant Valley,Bitter Queens,,15.0,29.99,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,15.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
849,810255020407,Bitter Truth Blossom Bitters 100ml,Bitters,Stock,810255020407,0.0,0.0,Airport,Republic,,14.85,21.99,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,5.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,,,ACTIVE,,,Yes,0.0,
855,810255020421,Bitter Truth Gift Tin,Bitters,Stock,810255020421,0.0,0.0,Airport,Republic,,17.6,22.99,17.02,17.02,17.02,17.02,17.02,17.02,17.02,17.02,17.02,7.64,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
860,810255020377,Bitter Truth Nut Bitters 100ml,Bitters,Stock,810255020377,0.0,0.0,Airport,Republic,,14.85,21.99,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,5.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,,,ACTIVE,,,Yes,0.0,
861,810255020360,Bitter Truth Olive Bitters 200ml,Bitters,Stock,810255020360,0.0,0.0,Airport,Republic,,14.39,19.99,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,4.2857,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,,,,,ACTIVE,,,Yes,0.0,
865,810255020391,Bitter Truth Root Bitters 100ml,Bitters,Stock,810255020391,0.0,0.0,Airport,Republic,,14.85,21.99,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,5.788,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,,,ACTIVE,,,Yes,0.0,
867,810255020384,Bitter Truth Wood Bitters 100ml,Bitters,Stock,810255020384,0.0,0.0,Airport,Republic,,14.85,21.99,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,5.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,,,ACTIVE,,,Yes,0.0,
876,608866961918,Bittermens Amer Nouvelle 375ml,Amaro,Stock,608866961918,0.0,0.0,Pleasant Valley,Virtuoso,,0.0,14.99,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
877,608866961932,Bittermens Amere Sauvage 375ml,Liqueur,Stock,0608866961932,0.0,0.0,Pleasant Valley,Republic,,0.0,14.99,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
878,610074058007,Bittermens Boston Bitters 5oz,Bitters,Stock,856972005198,0.0,0.0,Airport,Republic,,12.5,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,5.875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
879,856972005259,Bittermens Buckspice Ginger Bitters 5oz,Bitters,Stock,856972005259,0.0,0.0,Airport,A Priori,,0.0,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.8671,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
881,608866961901,Bittermens Citron Sauvage 375ml,Amaro,Stock,0608866961901,0.0,0.0,Pleasant Valley,Virtuoso,,5.0,14.99,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
882,608866961925,Bittermens Commonwealth 375ml,Amaro,Stock,0608866961925,0.0,0.0,Pleasant Valley,Republic,,0.0,14.99,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
884,609132538889,Bittermens Hiver Amer 375ml,Amaro,Stock,0609132538889,0.0,0.0,Pleasant Valley,Republic,,0.0,14.99,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.6,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
886,856972005280,Bittermens Krupnik Honey Bitters 5oz,Bitters,Stock,856972005280,0.0,0.0,Airport,Republic,,12.5,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.7489,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
887,856972005273,Bittermens New England Cranberry Bitters 5oz,Bitters,Stock,856972005273,0.0,0.0,Airport,A Priori,,0.0,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.3701,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
888,639767719247,Bittermens New Orleans Coffee 375ml,Liqueur,Stock,639767719247,0.0,0.0,Pleasant Valley,Republic,,0.0,14.99,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
889,856972005211,Bittermens Orange Cream 5oz,Bitters,Stock,856972005211,0.0,0.0,Airport,A Priori,,0.0,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.2717,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
890,856972005228,Bittermens Orchard Street Celery Shrub 5oz,Bitters,Stock,856972005228,0.0,0.0,Airport,Republic,,12.5,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,3.7087,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
893,856972005266,Bittermens Transatlantic 5oz,Bitters,Stock,856972005266,0.0,0.0,Airport,A Priori,,0.0,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.801,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
894,856972005297,Bittermens Winter Melon Tart Bitters 5oz,Bitters,Stock,856972005297,0.0,0.0,Airport,A Priori,,0.0,19.99,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.1173,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
907,070137000181,Black & Mild 5 pack,Tobacco,Stock,070137000181,0.0,0.0,Airport,Gama,,0.52,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8599,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
914,123468,Black and Tan Spoon,Bar Tools,Stock,123468,0.0,0.0,Airport,True Fabrications,,1.2,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.2,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
975,654654,Blue Owl Keg Deposit,Craft Beer,Stock,,0.0,0.0,Pleasant Valley,Flood,,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Item,_28_: Inventory,_1_: Sales,,_13_: Reimbursable Expenses,Item Details,1/2 Keg,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
991,987987,Blue Owl Tiki Hop Totem 1/2 Keg,Craft Beer,Stock,,0.0,0.0,Pleasant Valley,Flood,,0.0,0.0,275.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1/2 Keg,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
996,053500003675,Bluebird White Grapefruit 5.5oz,Non Alcoholic Beverage,Stock,053500003675,0.0,0.0,Pleasant Valley,Ben E Keith Foods,,0.0,0.99,0.65,0.65,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.4515,750ml,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1002,842094151752,Blush Donut Drink Floaties,Retail,Stock,842094151752,0.0,0.0,Airport,True Fabrications,,3.39,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1006,5060372430039,Bobs Bitters Coriander 100ml,Bitters,Stock,5060372430039,0.0,0.0,Airport,A Priori,,19.76,31.99,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,16.515,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,100ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1007,5060372430046,Bobs Bitters Ginger 100ml,Bitters,Stock,5060372430046,0.0,0.0,Airport,A Priori,,19.76,31.99,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,16.515,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,100ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1008,5060372430077,Bobs Bitters Liquorice 100ml,Bitters,Stock,5060372430077,0.0,0.0,Airport,A Priori,,19.76,31.99,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,16.515,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,100ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1018,080915037445,Bols Blue Curacao 750ml,Liqueur,Stock,080915037445,0.0,0.0,Pleasant Valley,Republic,,0.0,11.99,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,9.24,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1022,080915000012,Bols Creme de Cassis 1L,Liqueur,Stock,080915000012,0.0,0.0,Pleasant Valley,Republic,,0.0,10.99,9.86,9.86,9.86,9.86,9.86,9.86,9.86,9.86,9.86,9.6658,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1033,080480986001,Bombay Bramble 750ml,Gin,Stock,080480986001,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,25.97,28.99,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,26.25,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1048,810054392187,Bonnecaze Matches,Bar Tools,Stock,810054392187,0.0,0.0,Airport,Bonnecaze,,0.85,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.85,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1049,769434103281,Bonny Doon La Cigare Volant Cuvee Oumuamua 750ml,Red New World,Stock,769434103281,0.0,0.0,Airport,Serendipity,,0.0,19.99,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,10.5714,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1060,853271006000,Boone County 12yr 750ml,Whiskey Bourbon/American,Stock,853271006000,0.0,0.0,Airport,Favorite Brands,,46.0,65.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
1069,041420001536,Boston Baked Beans,Snacks,Stock,041420001536,0.0,0.0,Airport,Gama,,0.16,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2317,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
1076,9781611804980,Botany At The Bar,Books,Stock,9781611804980,0.0,0.0,Airport,Random House,,11.47,22.95,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,11.475,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
1077,876718036910,Bottle Bubble Freeze Protector for Six Packs,Bag,Stock,876718036910,0.0,0.0,Airport,True Fabrications,,3.35,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.35,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
1078,12345678,Bottle Shipping Box Single,Bag,Stock,12345678,0.0,0.0,Airport,True Fabrications,,1.99,5.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
